,text,label
3920,i feel really honored and excited to have met her,1
3921,i wonder if this is how god feels naaaaah i bet its either rather entertained by my sniveling or its even more bored than i am and that is why it allows for creationists and dinosaur bones at the same time,1
3922,im endlessly grateful for each and every one of those which is why i feel so petty when i dwell on what doesnt go according to my big plan,3
3923,i feel like i must be doing something or saying something that is so intrinsically boring that they must completely disregard me by devoting their attention elsewhere,0
3924,i got into bed trying to amuse the kids while still feeling the dull pain of the allen wrench she texted me and said she was around the corner with her daughter visiting her dad,0
3925,i don t want to feel lousy on christmas mikey stirred in his crib,0
3926,i went in there feeling very doubtful very serious and nonetheless i just didnt even want to be there,4
3927,i feel unhappy or uncomfortable in my own skin and i pick up my cynicism and wield it as a weapon,0
3928,i hate feeling like that because its stupid,0
3929,i just was trying to get a feel for which one i liked best,2
3930,i know its important because i feel impatient as if time is being wasted and weve got to act now,3
3931,i was so used to feeling insulted that i automatically became defensive about anything,3
3932,i feel popular cool,1
3933,i feel out of place looking through that window into the delicate place model brandi r,2
3934,i always feel strange yearnings and memories every time i see it,5
3935,i gave rachel a pep talk about art because she as a freshman is starting to feel jaded about her major graphic design,0
3936,i know is that right now i m feeling the keen irony of this old lesson,1
3937,i tend to feel that i m in the zone a bit of a beer buzz on and thoroughly enjoying the playful banter of my fellow circle liners but not in any way worse for wear,1
3938,i feel productive and i love this feeling of finally growing up but staying young at the same time,1
3939,i feel that this problem can be resolved to a large extent when the knowledge forum ch,1
3940,i feel incredibly blessed to have been able to conceive carry and birth each of them,1
3941,i feel so blessed to be a citizen of the united states of america,1
3942,i didnt love it and will probably not see it again but i have to say it was pretty engrossing and maybe i feel dumb about this but the twists and turns of this erotic thriller took me and i was kept guessing about the ending until the end,0
3943,im sad i feel shes not supportive but that gives me something to unite to the cross of my savior and lover jesus christ,2
3944,when i first heard that tage dannielsson had died,0
3945,i feel privileged to watch my clients fade away in size but grow in happiness before my eyes,1
3946,im running and happy and my legs feel good and im excited to see what this crazy loop is all about,1
3947,ive borne witness to the suffering of other innocent children at the hands of the violent and i feel helpless in trying to make things better for them,4
3948,i cant say im feeling very thankful,1
3949,i was unsure about this but right now it feels exactly perfect,1
3950,i always have the feeling during july that there should be cookouts to attend constantly and not the kind with messy bean salads and plates of burned sausages and bags of crumbly doritos either,0
3951,i prefer the aubrey match because of its feeling of mutual assured destruction,1
3952,i dunno if there were to be a change of plans id just i dunno feel really really terrible,0
3953,ive ever made including my arsenal of skirts and quilts but i persevered and learnt lots of new sewing techniques this is quite boring if you dont sew but i am feeling pretty smug,1
3954,i did about nothing today and feel a little regretful,0
3955,i feel that i am more damaged than i thought,0
3956,i want to mute myself from a certain email threads thats not relevant to my situation or feeling and in result that makes feel isolated,0
3957,i feel somewhat remorseful because one of my dear myspace friends is a vols fan and this means that florida is going to the sec championship and i would rather have tenneessee go but we ruined their chances,0
3958,i totally didnt feel like decluttering and organizing the mudroom but im glad i did,1
3959,i havent had any feeling in my left hand for almost months and why my left leg is so numb that walking has been,0
3960,i no longer party to feel accepted,1
3961,i am excited grateful feeling more confident and less trapped in the house,1
3962,im not feeling too bitchy,3
3963,i feel hopeful about my recovery or am content with how i am taking care of myself,1
3964,i don t feel shaky my blood sugar levels when i focus on them are about where they should be,4
3965,i feel so rebellious on my parents for not letting them know what i m doing for the moment and for my friends who were away for a long time and were thrilled to meet me there,3
3966,ive been feeling like i wish it were socially acceptable possible for me to sing to myself and have a big band pop up behind me and let me have my moment like in an episode of glee or like in that a href http www,1
3967,i feel safe pretending to be someone else and enjoy attempting to understand them and i guess when i feel like im beginning to fully understand the character this person who i am portraying i am fed emotionally to a stableness,1
3968,i started to feel well physically my mental attitude improved tremendously,1
3969,i was thinking whenever i feel troubled or feel like i have a big problem horses always comfort me,0
3970,i feel very numb all over,0
3971,i gaze at them jealously wish that i can be a part of them without feeling this bitterly cold place,3
3972,i suppose i do feel rather impressed with the high expectations but not too high,5
3973,i was having really bad mood swings and feeling agitated because my colleague has a high blood pressure and the other one has ibs,3
3974,i feel like it was naughty of me to like it that much e especially that way,2
3975,i feel like im socially awkward,0
3976,i feel about a messy house,0
3977,i will start with some major honesty and share that when i reflect upon preparation for my webquest i am feeling much more apprehensive than peaceful and reflective,4
3978,i must be feeling troubled if i take alcohol im into making desserts and i can make many different kinds of desserts but i only make it for people special to me,0
3979,i hope they will be in kh but for some reason i feel doubtful about that,4
3980,i might be feeling low,0
3981,i remember feeling shocked that what felt to me not only relatively minor its not like i was serving pizza and beer but good had rankled some people and that while i was celebrating the spirit that day some were suffering under their own spirit of frustration,5
3982,i just feel so robbed as selfish as that is,3
3983,i feel as though i ve missed the boat in terms of catching them at their best but surprisingly enough they proved me wrong,0
3984,i am lucky to close friends who listen to this and quickly point out my positives and really i know how lucky i am i mean only ppl were chosen and somehow i managed to put together my beliefs my feelings and my knowlesge and i got accepted,2
3985,i find myself feeling agitated because of how what the kids are playing i ask myself did i play this way when i was little,3
3986,i feel that i have been given much and i want to be faithful of following through on what i feel like is expected of me as a steward,1
3987,i look at it that way i feel much less fearful,4
3988,i also feel wronged and hurt,3
3989,i usually feel weepy,0
3990,i feel more energetic and have been laying on the couch a lot less,1
3991,i am not that fond of mending so feel quite pleased i got it done,1
3992,i feel so incredibly pathetic still holding on to this when hes given no signs that he wants to get back together,0
3993,i still feel timid approaching a new person on a personal level but i m not that petrified little girl anymore,4
3994,i feel like i lost my head somewhere between thursday and sunday,0
3995,i walked back to our house feeling id never again see that handsome guy,1
3996,i shouldn t be feeling angry i shouldn t care that he is in town,3
3997,i feel the expressions on my characters faces lack emotion or are just bitchy the poses are stiff and face forward because i want to feature the clothing hair my colour pallet could be more sophisticated,3
3998,i feel as though men do tend to be more violent especially towards women,3
3999,ive nearly survived the holidays i of course did this by keeping busy with non holiday things like money making and not buying gifts hell why should i let a gods damn calendar dictate when i should feel joyful and celebratory,1
4000,i would say that the set did clear out a lot of energy and emotionally i feel terrific,1
4001,im feeling unhappy about the way i look the last thing i want to hear is youre beautiful because i dont believe it myself,0
4002,i left the party at around because i was extremely uncomfortable ted and i picked up our daughter at daycare ate dinner and did the whole bed time routine with her the whole time i was feeling contractions they were every ten minutes but they were not strong,1
4003,i try to feel all of those things because there was a time i felt nothing at all and those were the times i was most unhappy,0
4004,i feel so empty all of a sudden,0
4005,i am feeling hopeful for the future and am so rapt for a fresh start,1
4006,when i entered a toilet in a bar and it stank,3
4007,im silly but mercury retrograde is so real im feeling the positive changes already,1
4008,i am feeling splendid,1
4009,i likes the feel of it the love story is so incongruously innocent and the whole film puts me in mind of crashing waves and decaying haciendas and in addition i think i have seen osaka in my dreams without ever having actually been there,1
4010,i feel myself becoming very fond of and chris from a href http www,2
4011,i wish social anxiety could be funny as i d rather be laughing than be short of breath from feeling anxious,4
4012,i just feel lame because i put on makeup and dont have anywhere to really go,0
4013,im feeling pretty dumb with the math,0
4014,i am feeling very festive and my cup is overflowing,1
4015,i feel i touch lives an opportunity i am blessed to have,2
4016,i said feeling lame,0
4017,i guess i really do come across as a very negative person who keeps feeling gloomy and unhappy with my life huh,0
4018,i feel like wait all day to talk to that special someone and the promise of hearing their voice or seeing them over skype is enough to not only make me spontaneously combust from excitement but packs enough punch to carry me through the day with a smile across my face,1
4019,i left feeling at ease and trusting him whole heartedly as usual with our next steps,1
4020,i feel scared when you don t call,4
4021,i cant help but feel a little stunned not so much because shes around again but because shes around again and i feel like im all over again,5
4022,i remember feeling so energetic and the need for coffee was not there,1
4023,i dont know what to do but i keep feeling myself caring about her,2
4024,i dont get in the pool every couple few days i start to feel really agitated,3
4025,i can finally feel a bit less isolated from the big bad world,0
4026,i make myself believe that the guy not only likes me but that he likes me so much that he actually fears to talk to me and feels intimidated by me,4
4027,i feel ive missed out,0
4028,i was feeling numb from my legs gradually my arms and i just laid there looking up at the ceiling and balling my eyes out,0
4029,i will think to myself that ive been neglected and feel insecure because he got to know new people new friends new girls hahaha me but the fact that he is just simply very tired,4
4030,i was feeling a bit sorry for myself because i was missing out on a lot of the things i wanted to do but then god showed me what had actually been accomplished in those two days,0
4031,i am no longer red it feels weird,4
4032,i so much as think a negative thought about a person or make someone feel slightly disheartened or uncomfortable,0
4033,i really loved the day which made me feel such gratitude that we were having such a wonderful day which made me feel very happy,1
4034,id say we were successful because im feeling very smug about my purchases,1
4035,i got a job right after school was over,1
4036,i feel insulted as a progressive american man that any woman would feel that she isnt worth more than a barefoot meatloaf by p,3
4037,i feel like i am way out of my league when i look around at the other team members they are so so talented,1
4038,i grew up believing things evolved yet now i do feel this is all part of a divine plan,1
4039,i tend to feel in fact i wonder what it might be like to simply drop all the concepts and judgements hitherto accepted as writ and simply be in this moment alive,2
4040,i have just been feeling horrible depressed and really dizzy,0
4041,i feel a bit nervous anxious i don t know how to describe it actually,4
4042,i feel rich when i can get whatever i want i want all the things that will make me feel richer than the next guy,1
4043,i get up i feel listless crammed with information ive had no opportunity to reflect on guilty for the time ive wasted sluggish from having spent so much time on my butt,0
4044,i feel sympathetic because if im doing a lot of lying then my god i cant imagine how much bullshitting you all must do in your everyday lives,2
4045,i feel dumb to not have the slightest clue about it lolll p but all in all i appreciated every second of my birthday and felt very blissful to have everyone in my life,0
4046,i stepped further and further i could feel the cold grainy water splash upon my feet and limbs,3
4047,im feeling rejected,0
4048,i feel awful and i probably looked green or pale all day,0
4049,i must admit that as i carefully place my foot on a snowbank and sink but a half inch only a few feet away from where someone else obviously plunged in up to their calves i feel a pleasant sense of satisfaction,1
4050,i feel like im grabbing out at empty air,0
4051,i feel so thrilled right now i want to try to do more but can t figure out how,1
4052,i think thats because theyre both so far up each others asses that i end up feeling like nothing more than an awkward third wheel,0
4053,ive just been feeling extremely isolated because normally i have a big community of expats that im friends with and i dont have that at all here,0
4054,i feel immensely regretful for not updating this blog over christmas and new year i just had an immense amount of work to do i was barely keeping up with that,0
4055,after seeing a terror movie at the cinema,4
4056,ive been in a dreamlike trance since the day we left for camp and it feels awfully uncomfortable,4
4057,i feel really honoured to have been invited,1
4058,i feel quite frustrated that not many people seem to be concerned or at least don t appreciate that it is serious,3
4059,i feel as if i might regret my choices one word to describe me could be indecisive so as you can imagine i ll have a hard time choosing,4
4060,i feel i m just very proud to be an american cue in patriotic theme music,1
4061,i feel for those faithful members of the parishes,1
4062,i feel so tortured feeling miserable and alone,3
4063,im dumb and i feel idiotic at times,0
4064,i feel awkward today,0
4065,i feel that this could be a welcomed therapeutic method for the illinois medical community,1
4066,i thought he wouldnt reply but he did at that time ive already lost feelings for him ok dont worry,1
4067,i feel distracted by negativity ill come back here and read back what i wrote,3
4068,i heard myself tell him how i was really feeling i began to touch on my own needs to be held talked to reassured,1
4069,ive got all these derby related goals that id love to achieve but my lack of belief in actually achieving them left me feeling more of a spectator and less of a skater and ive probably felt like that pretty much since i started derby,1
4070,i feel so useless and i look forward to functioning at least semi normally,0
4071,i will pull out the big guns the false lashes the vampy makeup and go to town and it inevitably makes me feel the part of the hot sexpot,2
4072,i sit on the floor music playing beer in hand and im just waiting to feel numb so i can forget what a complete fuck up i am,0
4073,im sad i feel that every heartbroken song was written just for me,0
4074,i am feeling pretty impressed,5
4075,i feel now how much you were supporting me,1
4076,i feel reassured and think i understand whats going on but then as time goes by afterwards i become more and more unsure of the direction things are going,1
4077,i feel he the abnormality is mac eyeliner gel lovely i feel he the abnormality is mac eyeliner gel lovely a href http www,2
4078,i asked myself in the evening why i was feeling so rushed in the evening to get the children tucked in bed and why i wasnt calmly taking time with each of them,3
4079,i feel like the lines are very graceful and lyrical which lends itself perfectly to the subject matter,1
4080,i am at such an impasse today this week feeling very listless and anxious,0
4081,i guess im just feeling a bit abused and taken for granted,0
4082,i dont really object to it and neither do i feel insulted,3
4083,i are in the midst of many life changes and it looks like we are going to lose our home but rather than feeling terrified i trust that god always provides other choices and maybe this isnt where we are supposed to be,4
4084,i feel nothing but the most sincere admiration and respect for the other moderators,1
4085,i am not going to lie i do feel deprived at times i miss my breads cakes and pasta,0
4086,i don t think anybody should feel as unloved and unwelcome as i do not even me,0
4087,i cannot change a situation so that i feel more valued i will leave the situation,1
4088,im back from charlotte and im fully feeling the aftereffects of my not so smart decisions last night,1
4089,i do feel like people are afraid to comment their thoughts on my blog and i dont want you to feel that way,4
4090,ive been invited to post here as a guest and i feel very honored to have been asked,1
4091,i remember many nights when i would cry and feel no love for myself i hated myself and i had no confidence or happiness,3
4092,i was purely trying to run on feel and stay relaxed and at the time this pace felt good,1
4093,i feel like we have so many players on this team that everyone is smart enough and knows that it would be time to step up and carry that rifle on their shoulder,1
4094,i didn t feel entertained i felt mowed down,1
4095,i feel for this little girl and i am surprised daily that the love i feel for her continues to grow,5
4096,i still feel ugly although better than before,0
4097,i can t understand any russian and the names of the various lines make me feel pathetic and weak,0
4098,i feel like im taking care of a needy puppy not living with a mother,0
4099,i avoided telling the jews of israel how to do the important things in life before i made aliyah and brought my family to jerusalem so too i feel reluctant to give mussar ethical advice to the jews of the diaspora over the important things in their lives,4
4100,i feel very playful,1
4101,i love the quaint little town with its old family businesses town y feel beauty delicious food antiques,1
4102,im feeling a little gun shy,4
4103,i feel energetic and just great overall,1
4104,i have to say i feel like super woman,1
4105,i just think its fun to have cute shirts on your closet especially when you quite feel playful in a day you can just pull out a shirt shorts and shoes to look and feel comfortable pink and giddy,1
4106,i feel positive and strong things just seem to come my way when i really put my mind to something i am usually pleasantly rewarded,1
4107,im not too busy feeling so mad about this,3
4108,i spent the rest of the day exploring the book shelves and reading books about human rights and burma which i know is a good use of time but i couldn t help feeling like i wasn t doing anything useful how could this possibly help them,1
4109,i feel that these are two important things that i want to take with me when i teach so that i do not become a mean teacher and still have effective management,1
4110,i feel really uptight all of a sudden,4
4111,i still feel very grossed out bitchy guilty and angry,3
4112,i love to make people feel accepted to feel normal to feel absolutely comfortable,2
4113,i will enjoy feeling bouncy and hope that what i have done up to now will be enough,1
4114,i have found myself making scenarios and situations in my head for months trying to get my life to make sense again and you feel so insecure that leaving the house doesnt seem worth it anymore,4
4115,i feel awkward now,0
4116,i feel calm are rare enough that i definitely notice them,1
4117,i always came back from a day at the beach feeling exhausted from the sun but so refreshed and calm,0
4118,i feel the need to strike out in furious anger at the technology and bollocks,3
4119,i feel all respected trusted give him all i know im a good kisser nijifagilie,1
4120,i secretly revel in the act of tossing unwanted items in the pile it almost feels like i m doing something naughty,2
4121,i just need to let it all out because i feel i can go mad sometimes,3
4122,i feel like its been ages because it has really since ive had a tpt packet to share with you and im so glad its this one,1
4123,i feel like there are not many airlines we ve not been friendly with lately and it s so good to be home,1
4124,i could be feeling shitty through wednesdays transfer because as he put it you turned into quite the easter bunny,0
4125,i can t help but feel proud to be a padres fan at this time,1
4126,i intend to feel benevolent,1
4127,i was feeling pretty discouraged about the state of my thankfulness this am and then i overturned this encouraging evidence of grace in my heart i am truly and deeply thankful for hard things in my life,0
4128,i find these greetings almost more exhausting those in america because i feel the need to try and be pleasant to give a good representation of foreigners,1
4129,i couldnt help feeling burdened by the troubles some of them are going through,0
4130,i have been the receptacle of all these scared of testimonials i feel really shocked,5
4131,i feel i need to intersperse a bit of unfortunate news before getting onto my next triumph and that is that i had a batch of chocolate chip cookies go horribly wrong the other day,0
4132,i moved into the new place the day after this happened and was feeling kind of stunned so i couldnt come up with a way to splain to my new landlord that id just lost my job but was sure id have a new one soon,5
4133,i just had to apply and i feel so lucky to have been asked to join,1
4134,i was beginning to feel a bit depressed,0
4135,i began to feel defeated my sons autism was obviously winning this battle,0
4136,i feel like im ungrateful and that there is something wrong with me that i dont get along with them but its deeper,0
4137,i write anymore about this then i will feel like i am blogging about asthma again and that will make me even more irate so i had better just go to bed,3
4138,i feel like if you have to accept praise and gracious slaps on the back for things then you have to accept it when someone calls you a great big piece of shit which i also dont accept,1
4139,i feel like if i continue this i will turn into my beloved whale,1
4140,i feel like this deserve a point of its own simply cause their coffee to me is amazing and i am really thankful for that because without it i would have fallen asleep on so many lectures in the mornings,5
4141,i feel so perverse,0
4142,i feel the longing in the warm cinnamon air,2
4143,i cant forget what they did to me but i can forgive them and try to see it as their problem because in fact they should have to feel ashamed not me,0
4144,i still had the feeling of being stressed because work is busy and chaotic as it always is and i still had a need for rest calm and something pleasurable,0
4145,i am in complete and utter awe at the love i feel for this precious baby,1
4146,i arrive feeling like the sky is falling and leave as a radiant rainbow after a gentle summer shower l,1
4147,i feel like i do all i can to make him as satisfied as he can be,1
4148,i feel very blessed and thankful for this chance at motherhood,1
4149,i have not had any detox symptoms yet and i feel very peaceful calm and have plenty of energy to do yoga this morning,1
4150,i feel so stupid feeling such rage within me whenever i see those girls whom he chose to go holiday with,0
4151,i feel they are vital in setting up the thematic mechanical beats that get a player involved and invested,1
4152,family member survived an operation,1
4153,im feeling cautiously optimistic about the blues game,1
4154,ive loved you so baby i cant deny but now its time to dry my eyes its hard to think of what was changed when i feel like it was all in vain cant be right and feel this wrong this heart of mine is just,0
4155,i wear it i feel glamourous and very tough like it s the kind of outfit you would strut in,1
4156,i have no clue is the reply but you ll feel me pounding on the bars til i m free,1
4157,i got the feeling that tourists are tolerated rather than welcomed,1
4158,i feel like such a fake but its too much to explain for now,0
4159,ill feel uptight and uncomfortable there,4
4160,i feel is the most important time of year and the most important training you will do all year,1
4161,i feel so energetic and uplifted in the classroom thus far i have left it feeling more energetic than when i came into it,1
4162,i feel pretty lousy i am starting to wonder if my thyroid is working properly since that runs in my family thyroid issues,0
4163,i could feel the pain anguish the fear the anxiety and the suffering in his voice,0
4164,i feel like im left with my own standards to judge my writing against and thats unfortunate because it means i could revise something a thousand times and still find something im unhappy with,0
4165,i like to buy new ones because i love the feeling of artistic rebirth,1
4166,im a part of that i will promote more formally soon i feel fantastic and like new life has been breathed into the bk brand which ill keep doing as long as its still breathing,1
4167,i blatantly make them feel unwelcome at every instance,0
4168,i feel gracious for the opportunity to make a difference,1
4169,i feel adversarial and hostile,3
4170,i noticed that i begin to feel shaky and dizzy and cannot concentrate of whatever im working on,4
4171,i was up all night feeling quite discontent and edgy,0
4172,im just feeling oddly appreciative of life right now,1
4173,i feel as though people are bothered by my friendship and are too busy to be bothered,3
4174,im feeling energetic and virtuous and willing to go through with any number of culinary experiments to make my own tortillas to eschew breakfast cereal to buy only free range eggs,1
4175,i feel distracted having sex while having my pet watching me,3
4176,i feel its useful to know your enemy not that the police should ever be the enemy of the citizen,1
4177,i would say my legs feel around better,1
4178,i really need all this attention to feel this happy,1
4179,i really feel mellow and very chill and they are nice background music to the series,1
4180,i feel and probably how i look except less cute,1
4181,i feel fear to die makes them outsiders for they are convinced that communication will bring a lot of severe maladies and close themselves in their little worlds,1
4182,i feel like im in that sweet spot in blogging where i still feel like i have so much to say,1
4183,i feel more shy when he calling me trought phone he never know that its not my real self because im actually nervous shy and i pretend to laught all the time in that call because im too scared actually i wish he could know that im trying to get rid of my problems which related to my past,4
4184,i feel that my customer service in the workforce will be superior to most,1
4185,i am feeling better yay prescriptions,1
4186,i feel like ive been inducted into the world of petty thefts and break ins,3
4187,i feel blank about this,0
4188,i feel so completely devastated on my knees with the wind knocked out of me in shock in horror so scared and unsure about the terrible events that happened so close to me,0
4189,i feel useful again productive like i m making a difference sometimes,1
4190,i wasnt feeling good,1
4191,i cant blame these people hating on social media right now because id like to believe that like me theyre just frustrated and are feeling really helpless about the situation,4
4192,i was starting to feel more resolved after we talked sunday night just gone,1
4193,i feel about the monsters who did that to us i know that fanatics no matter how hateful amp murderous don t make an army,3
4194,i whispered feeling stunned and uncertain,5
4195,i start to feel groggy overfull and just kind of gross,0
4196,i expressed my feelings of abandonment my jealousy of the way rachel and leahs prayers were answered and mine were being ignored,0
4197,i do really feel like he is fake,0
4198,i return to the shower to shave the remainder of my left leg which now feels vain and insignificant,0
4199,i was prepared at the moment i feel a little apprehensive,4
4200,i believe that one effective way of validating a students point of view is to incorporate his or her experiences into the classroom as much as possible and make the student feel like he or she has something valuable and exciting to contribute to the lesson,1
4201,i watch a tv show that touches on the skeleton or when it is dropped in conversation how it happened to someone else that the memories come flooding back and i go back to feeling paranoid insecure and unsafe,4
4202,i think the uber insider might feel that his anonymity was not respected,1
4203,i am feeling very special,1
4204,i forget about how long ago it was that i was their age and and just feeling so carefree,1
4205,i do feel a bit shitty for not having blogged for so long,0
4206,i also feel that my writing has become a lot more intelligent in the sense that i am starting to feel more comfortable using imagery metaphors and stylistic devices in my writing,1
4207,i think my taiko experience so far has been at the root of my feeling dissatisfied and somewhat unhappy lately but theres just something else that i havent been able to explain,3
4208,i feel annoyed with myself for not appreciating all the things i do have,3
4209,i feel somewhat alarmed,4
4210,i feel antsy and dissatisfied and anxious without really knowing why,3
4211,i post one blog at a time but i am feeling quite energetic today in typing why you ask,1
4212,i feel a lot of guilt over making others unhappy with all of this,0
4213,i see so many people proudly wearing their yog uniforms in the mrt it sort of make me feel remorseful as its the first ever youth olympic games and even better its held in singapore and that im ashamed of it,0
4214,i didnt notice a difference with my skin concerning blemishes but it did feel softer slightly more even and not as irritated,3
4215,i do feel that its pretty strange that women are expected to be hairless from the nose down and yet no one bats an eye at a dude with a hairy gorilla ass,5
4216,i started to feel more isolated as many athletes were now getting further ahead of me,0
4217,im feeling particularly neurotic tonight,4
4218,i feel like ive devoted myself to make this person feel like shes the best but then i feel like shit like ive been used,2
4219,i feel like my neighbors are all thinking i am some terrible mother who lets her kid run wild and misbehave,0
4220,i her chat awhile and feel tat in her convo shes lik troubled and stuff feelin so bad lo i wasnt by her side when she need me,0
4221,i feel like that little shy weird kid and my mom is the popular cool kid and all my friends just stay in the background and laugh while the popular girl beats me down,4
4222,i feel that cher is smart and in control of what she wants as a young woman,1
4223,i feel elegant everytime you touch a href http www,1
4224,i wasn t unhappy with the feel i think the eco friendly toilet paper is just as sturdy compared with charmin,1
4225,i wanna say it out loud to him but i feel shy hehehe,4
4226,i feel more than the other emotions compassionate,2
4227,i did know was that i would feel peaceful because this is the way i feel completely now,1
4228,i was tweeting all these sarcastic tweets and still feeling all disillusioned with the gop,0
4229,i need to be able to pursue the creative opportunities i crave without feeling like i m throwing my family under the bus funny how they still want to be fed even when i have a big gig to prepare for,5
4230,i feel really wronged in fact what hu jia did is good for society,3
4231,i always feel really stupid when he gets to the kissy parts,0
4232,i tried to fight for what i feel but if it s not for me i should be brave to face the reality,1
4233,i just want you to feel better and i am absolutely astounded that you can be so sweet and smily and good natured when you must feel so yucky all the time,1
4234,i feel moronic for posting a minute ago that i had nothing to give the shock nation when just recently i found a new ti sto track,0
4235,i had faced were loneliness anxiety and feeling homesick comparing each penny spent here and converting same in indian currency feeling like i have spent a lot getting nervous in early days of new responsibility and last not least uk weather,0
4236,i feel so remorseful now i really hope we will know each other forever,0
4237,i feel so confused and nervous like on my first day,4
4238,i was feeling all virtuous and then what do i do,1
4239,i feel like when i was going through my life nobody bothered to take notice,3
4240,i consider these things and the prejudices of people in favour of ancient customs and regulations i feel anxious for the fate of our monarchy or democracy or what ever is to take place,4
4241,i feel so useless at times it seems like im never good at something or someone is bound to better at this certain something than me,0
4242,i feel shy because i ve fallen in love via tumblr,4
4243,im sure he sees it differently as we all do but i explained how it made me feel and he just ignored me which doesnt work for me much like now,0
4244,i love the fact that the heartwarming series is specifically created for readers who enjoy wholesome tender stories and i feel privileged to be able to join such a talented committed group of authors,1
4245,i had my daughter i came away feeling thrilled and relieved that i had a beautiful baby,1
4246,i havent gone for my week check up yet but i was feeling brave and decided to attempt the day shred anyway,1
4247,i told him i feel awful prust said,0
4248,i feel ashamed for not writing for such a long time,0
4249,i lost the purpose of this post i guess i just wanted to let you know how i feel my most sincere apologies for ranting on your forum and thank you for your effort in trying to give an answer to all the fans,1
4250,i endeavoured to find magis for myself and what i discovered is the more in the being rather than the doing the feeling rather than the thinking the trusting rather than the trying to control,1
4251,i doubt any of the stress and grief that i feel will be resolved,1
4252,i feel a little gloomy writing it,0
4253,i went to bed last night feeling overwhelmed and discouraged by life and woke up this morning feeling blah,5
4254,i woke up at in the morning yesterday which for some reason lead me to be productive and feeling creative so i decided to play around with some eyeshadows,1
4255,i feel they are superior to men vidyut img src http www,1
4256,i let him type his little text message i start feeling annoyed of course i do,3
4257,i just feel happy because i cant stop smiling because this is me this is who i am and writing gives me so much joy i want to burst with pride,1
4258,ive ever attended and it was really the perfect pick me up after feeling lonely and bored,0
4259,im feeling a bit naughty as tear up an op shop wedding dress today raw materials for the flower sculptures that i will be making for the a href http petalsandfingers,2
4260,i really feel like getting fucked up and just writing and doing arts and crafts all night,3
4261,i have to remind myself of this daily because being stared at feels rude to me it feels almost aggressive,3
4262,i feel like i m about to blank out,0
4263,i remember prior to the trip feeling a little bit apprehensive about the whole thing,4
4264,i am not a strict journalist and only capturing what is there i am capturing how i m feeling about it as well,1
4265,i have a feeling that angels arent as innocent as people portray them to be and can throw kickass parties,1
4266,i feel how totally utterly trusting and reliant on me you are i cant bear the idea of ever not being here,1
4267,i am interested in the historical role freemasonry had in fathering modern magical orders and modern druid orders but i am also drawn to freemasonrys philosophy of life and self improvement and feel the need for a supportive fellowship to help me on that path,2
4268,i think you would agree that entering into a procedure without understanding what is about to happen can leave you feeling uncertain and apprehensive,4
4269,i dont like doing this as i waste a good part of the day and feel even more lethargic but needs must,0
4270,i am not feeling very passionate about anything that if i were would be a worthwhile thing to write about,2
4271,i will feel like crap and everyone else will have a fab time and then i willl fuck up,1
4272,i feel sure they must have been making love before i interrupted,1
4273,i knew i just had a feeling that he was pretty keen on breaking up with me,1
4274,i just dont like others to see my weakness and when i do let it show i feel petty or stupid because there are so many other important things in this world,3
4275,i feel the need for a combination of heat and cold so im looking for pairs of photos today,3
4276,i feel like up chucking but then it goes away and i m all cool,1
4277,i am feeling like burdened,0
4278,i highly recommend you do the same nothing would be as horrible as doing something so completely difficult and overwhelming while simultaneously feeling like you were unwelcome,0
4279,i feel theyre really stupid,0
4280,i understand their anger at feeling duped and am just as outraged by this brazen incident as they are the backlash their reactions are having on indie and small press authors is significant,3
4281,i feel some days like dumpster diving at rotten ronnies to grab whatever they have thrown out to eat but of course as they are now hours and pretty much make as the orders come they dont have quite the abundance of left overs as they did back in the s and s,0
4282,i just felt that my own doubts made me feel rather inadequate to help other elders who were struggling and i didn t want to lead anybody astray,0
4283,i think he says that when people feel threatened by something new or people who are offended by something and then censor it are no better than burning books,4
4284,i feel a bit uncomfortable with the m amp g ysa great project but this is my reason for needing to be in it,4
4285,i feel like that for a reason and its not because im being petty,3
4286,i feel charming,1
4287,i dont feel inhibited and i can work out my problems,0
4288,i feel safe that since he knows me and my foibles and peccadilloes and my funny side too ill be safe,1
4289,i had that feeling that kind of weird feeling,4
4290,im not feeling very friendly either and so she decides she doesnt want to buy the book,1
4291,i feel that people may not like me a lot because i m easily irritated and this is often because of people s actions,3
4292,i know it takes a lot to try it on or start a conversation or what not but its painfully obvious when someones trying to catch your eye to try and strike up a conversation and that starts making me panic about how im going to show im not interested without hurting someones feelings or being rude,3
4293,i hope you enjoy reading and please feel free to comment,1
4294,i guess i was feeling a bit nostalgic tonight and wanted to touch base with my mother again,2
4295,i wanna give thanks to the lovelies who is going or already been through the tiki period telling me how much i m worth when i feel worthless,0
4296,i feel rotten all week because i hardly ever see you that s why i wrote this hopeless song i ve never been in love with a girl like you before darling come with me such a wonderful thing has never happened to me before you re the only one who touched my heart it s all a question of courage,0
4297,i did do was manage to avoid for one more year hosting a party of little people and instead invited our adult friends to come to dinner so it would at least feel festive,1
4298,i feel as if alone i really am,0
4299,i feel more intensely alone than i have done in a long time,0
4300,i feel so nostalgic for childhood,2
4301,i pictured a twin set of copper pipes running through me somewhere and while i was cool when i contemplated the one that flowed outward it made me feel weird to think about the other one,4
